#merdias,Mon Mar 25 23:28:22 +0000 2019,"Les merdias du Québec devraient s'excuser d'avoir accusé Trump à tort de collusion avec la Russie. Qui le fera? Aucun, ils sont bien trop pourris. #polcan #assnat #PolQc #merdias Ils vont aussi vous dire qu'Omar Kadr est un gentil.",Patrick Thomas,1110322564323258370,0,2,fr,,-0.2023
#merdias,Mon Mar 25 22:51:55 +0000 2019,"@dupontaignan @NBelloubet Les #merdias et le gvt une fois de plus mentent aux #Francais, car d'après eux (et entendu sur plusieurs ondes) uniquement les enfants horphelins de #djihadistes rentreraient en France. La preuve que Non. #foutagedegueule",fernandes,1110313391980191746,2,2,fr,,0.2732
#merdias,Mon Mar 25 20:55:11 +0000 2019,"#DonaldTrump sort ""blanchi"" de l enquête diligentée par le proc. Mueller.
""la hargne la rogne et la grogne"" sortent en écumant de la gueule des  #Democrat et bientot de la presse-torchecul américaine.
J attends la même réaction puante de ""nos""  #merdias et gochos
fuck them !!! https://t.co/eOamXTRqmc",chris dauve,1110284013934137346,6,0,fr,"Montpellier, France",-0.783
#merdias,Mon Mar 25 19:51:01 +0000 2019,"#DonaldTrump sort ""blanchi"" de l enquête diligentée par le proc. Mueller.
""la hargne la rogne et la grogne"" sortent en écumant de la gueule des  #Democrat et bientot de la presse-torchecul américaine.
J attends la même réaction puante de ""nos""  #merdias et gochos
fuck them !!! https://t.co/eOamXTRqmc",D@n Gr@nzi@tti 2Aℹ#Lépreux,1110267867222675456,6,0,fr,"Ajaccio, CORSE",-0.783
#merdias,Mon Mar 25 19:30:13 +0000 2019,"@YvesBoisvert Je vous aimais bien, surtout vos chroniques juridiques. Maintenant, avec les saletés et mensonges que vous continuez de dire sur Trump, vous faites partie vous aussi des #merdias québécois. #polqc #polcan Dommage et bonne continuité.",suanan,1110262630445391872,1,0,fr,laurentides ,0.1226
#merdias,Mon Mar 25 19:22:50 +0000 2019,"@YvesBoisvert Je vous aimais bien, surtout vos chroniques juridiques. Maintenant, avec les saletés et mensonges que vous continuez de dire sur Trump, vous faites partie vous aussi des #merdias québécois. #polqc #polcan Dommage et bonne continuité.",Patrick Thomas,1110260771617943552,1,0,fr,,0.1226
#merdias,Mon Mar 25 18:58:12 +0000 2019,"#DonaldTrump sort ""blanchi"" de l enquête diligentée par le proc. Mueller.
""la hargne la rogne et la grogne"" sortent en écumant de la gueule des  #Democrat et bientot de la presse-torchecul américaine.
J attends la même réaction puante de ""nos""  #merdias et gochos
fuck them !!! https://t.co/eOamXTRqmc",Carmina Burana I→,1110254573548195841,6,0,fr,"Ile-de-France, France",-0.783
#merdias,Mon Mar 25 18:43:30 +0000 2019,Les merdias américains ont menti sur #trump et la supposée collusion. Les #merdias du Québec ont été encore pire. Nous ne pouvons plus avoir confiance envers les médias de masse. #polqc #polcan #assnat,Patrick Thomas,1110250876143321090,0,0,fr,,-0.5574
#merdias,Mon Mar 25 17:16:56 +0000 2019,"ah dons selon #24hpujadas , il y avait des #Gilets_Jaunes ET #GenevieveLegay ( militante @attac_fr avec un gliet jaune à la main)... donc elle ne peut pas être une #GiletJaune ? #méprisdeclasse #Merdias https://t.co/CwtG0kBO7X",Jean-Jacques BOURPIF,1110229086931165185,0,0,fr,Everywhere in Francophonie,0.4717
#merdias,Mon Mar 25 17:14:37 +0000 2019,"La #Propagande est #EnMarche concernant #GenevieveLegay : ""Ce n'est pas les forces de l'ordre"" ! 

#Merdias https://t.co/mxRYlZmXsa",Cmoi,1110228504778600455,0,1,fr,,0.0
#merdias,Mon Mar 25 16:29:42 +0000 2019,"#DonaldTrump sort ""blanchi"" de l enquête diligentée par le proc. Mueller.
""la hargne la rogne et la grogne"" sortent en écumant de la gueule des  #Democrat et bientot de la presse-torchecul américaine.
J attends la même réaction puante de ""nos""  #merdias et gochos
fuck them !!! https://t.co/eOamXTRqmc",volterminus,1110217204023390208,6,0,fr,"par là bas, loin du nirvana ..",-0.783
#merdias,Mon Mar 25 16:29:35 +0000 2019,"#DonaldTrump sort ""blanchi"" de l enquête diligentée par le proc. Mueller.
""la hargne la rogne et la grogne"" sortent en écumant de la gueule des  #Democrat et bientot de la presse-torchecul américaine.
J attends la même réaction puante de ""nos""  #merdias et gochos
fuck them !!! https://t.co/eOamXTRqmc",volterminus,1110217173753057281,6,5,fr,"par là bas, loin du nirvana ..",-0.783
#merdias,Mon Mar 25 13:35:50 +0000 2019,"D'après les #merdias les Francais ne soutiennent plus les #giletsjaunes
C'est étonnant...
Soutenez-vous les #giletsjaunes et l'acte 19 de la colère des Français ?",Rastacouettes,1110173446544199685,156,0,fr,,-0.128
#merdias,Mon Mar 25 11:28:11 +0000 2019,"si ils sont inquiets, c'est bon signe !! les #merdias ont peur de l'avenir , mdr
en ce qui me concerne #Boycott dur, plus de tele, aucun d'achat de #journaux de la #presse ecrite, #Boycott des #radios #macronistes
ils vont crever a petit feu
#ActeXX https://t.co/OenIG8JtB7",Nacera,1110141324458627073,1,0,fr,Terrienne,-0.4572
#merdias,Mon Mar 25 11:23:25 +0000 2019,"#Macron
#XiJinping
Un duel s impose pour savoir quel pays à la #presse la plus ridicule....
#Merdias https://t.co/pcFfdoCkKp",cWilly,1110140124405350401,0,0,fr,,-0.4201
#merdias,Mon Mar 25 10:41:11 +0000 2019,C'est pas comme si on ne vous l'avait pas dit depuis deux ou trois ans #journalistes = #cretins #merdias #journaputes #journalopes https://t.co/rQm4d0M9xv,G Presley,1110129496504631297,0,0,fr,London,-0.2755
#merdias,Mon Mar 25 10:40:30 +0000 2019,Rapport Mueller: echec (une fois de plus) du journalisme ... aucune verification des faits comme d'habitude... #merdias #journalopes #journaputes https://t.co/QoTkNFHJI7,G Presley,1110129324844294144,0,0,fr,London,-0.6705
#merdias,Mon Mar 25 10:39:41 +0000 2019,joli publireportage d'un journal et d'une profession de #merdias https://t.co/lNzN992MIk,G Presley,1110129116190330880,0,0,fr,London,0.4215
#merdias,Mon Mar 25 10:38:48 +0000 2019,"si ils sont inquiets, c'est bon signe !! les #merdias ont peur de l'avenir , mdr
en ce qui me concerne #Boycott dur, plus de tele, aucun d'achat de #journaux de la #presse ecrite, #Boycott des #radios #macronistes
ils vont crever a petit feu
#ActeXX https://t.co/OenIG8JtB7",stef aravo,1110128896178077696,1,3,fr,Territoire d'Olt,-0.4572
#merdias,Mon Mar 25 10:38:11 +0000 2019,"""et ils sont ou?"" tous les journaleux #merdias #journalopes au sujet de la collusion entre ""les Russes"" et Trump ? on ne les entend pas trop ces imbéciles. Il n'y a pas grand chose de plus idiot qu'un membre de cette profession dans un journal mainstream.",G Presley,1110128741513117696,0,0,fr,London,-0.1657
